Record ID,Count point id,Direction of travel,Year,Count date,hour,Region id,Region name,Local authority name,Road name,Road Category ID,Start junction road name,End junction road name,Latitude,Longitude,Link length km,Pedal cycles,Two wheeled motor vehicles,Cars and taxis,Buses and coaches,LGV Type,HGV Type,EV Car,EV Bike
18547,46818,S,2014,09/11/2014 00:00,17,6,London,Croydon,A222,4,A232,A222 Lower Addiscombe Rd,51.37750343,-0.091631091,1.1,11,4,323,22,55,2,0,0
18548,46818,S,2014,09/11/2014 00:00,18,6,London,Croydon,A222,4,A232,A222 Lower Addiscombe Rd,51.37750343,-0.091631091,1.1,7,8,303,42,36,0,0,0
18549,46818,S,2014,09/11/2014 00:00,7,6,London,Croydon,A222,4,A232,A222 Lower Addiscombe Rd,51.37750343,-0.091631091,1.1,6,3,341,17,57,5,1,0
18550,46818,S,2014,09/11/2014 00:00,8,6,London,Croydon,A222,4,A232,A222 Lower Addiscombe Rd,51.37750343,-0.091631091,1.1,23,3,273,12,29,7,6,1
18551,46818,S,2014,09/11/2014 00:00,9,6,London,Croydon,A222,4,A232,A222 Lower Addiscombe Rd,51.37750343,-0.091631091,1.1,9,2,274,27,59,8,2,4
18552,46818,S,2014,09/11/2014 00:00,10,6,London,Croydon,A222,4,A232,A222 Lower Addiscombe Rd,51.37750343,-0.091631091,1.1,4,1,214,21,45,2,0,4
,46818,S,2014,09/11/2014 00:00,11,6,London,Croydon,A222,4,A232,A222 Lower Addiscombe Rd,51.37750343,-0.091631091,1.1,2,2,222,18,44,3,3,0
18554,46818,S,2014,09/11/2014 00:00,12,6,London,Croydon,A222,4,A232,A222 Lower Addiscombe Rd,51.37750343,-0.091631091,1.1,5,3,213,20,48,5,3,1
18555,46818,N,2014,09/11/2014 00:00,13,6,London,Croydon,A222,4,A232,A222 Lower Addiscombe Rd,51.37750343,-0.091631091,1.1,3,1,176,21,19,5,1,4
18556,46818,N,2014,09/11/2014 00:00,14,6,London,Croydon,A222,4,A232,A222 Lower Addiscombe Rd,51.37750343,-0.091631091,1.1,6,4,221,22,21,8,1,2
18557,46818,N,2014,09/11/2014 00:00,15,6,London,Croydon,A222,4,A232,A222 Lower Addiscombe Rd,51.37750343,-0.091631091,1.1,3,5,279,20,40,4,0,4
18558,46818,N,2014,09/11/2014 00:00,16,6,London,Croydon,A222,4,A232,A222 Lower Addiscombe Rd,51.37750343,-0.091631091,1.1,10,4,278,22,48,3,0,0
18559,46818,N,2014,09/11/2014 00:00,17,6,London,Croydon,A222,4,A232,A222 Lower Addiscombe Rd,51.37750343,-0.091631091,1.1,17,17,340,18,39,6,0,0
18560,46818,N,2014,09/11/2014 00:00,18,6,London,Croydon,A222,4,A232,A222 Lower Addiscombe Rd,51.37750343,-0.091631091,1.1,18,4,301,19,30,0,0,0
,37072,N,2014,10/24/2014 0:00,7,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,20,1069,6,383,21,8,9
18562,37072,N,2014,10/24/2014 0:00,8,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,16,1000,8,241,23,7,2
18563,37072,N,2014,10/24/2014 0:00,9,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,8,931,30,172,39,7,12
18564,37072,N,2014,10/24/2014 0:00,10,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,5,1024,11,197,27,5,10
18565,37072,N,2014,10/24/2014 0:00,11,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,7,960,5,145,49,7,8
18566,37072,N,2014,10/24/2014 0:00,12,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,6,959,2,191,39,7,8
18567,37072,S,2014,10/24/2014 0:00,13,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,5,879,6,195,25,8,6
18568,37072,S,2014,10/24/2014 0:00,14,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,18,1018,14,173,21,2,4
18569,37072,S,2014,10/24/2014 0:00,15,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,10,996,11,228,17,4,7
18570,37072,S,2014,10/24/2014 0:00,16,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,20,993,9,225,22,4,1
18571,37072,S,2014,10/24/2014 0:00,17,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,13,1108,5,194,8,3,0
18572,37072,S,2014,10/24/2014 0:00,18,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,14,1267,6,189,5,0,0
18573,37072,S,2014,10/24/2014 0:00,7,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,13,861,2,238,35,10,3
18574,37072,S,2014,10/24/2014 0:00,8,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,7,868,8,219,45,5,9
18575,37072,S,2014,10/24/2014 0:00,9,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,3,715,9,199,26,16,6
18576,37072,S,2014,10/24/2014 0:00,10,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,5,768,5,186,34,4,13
18577,37072,S,2014,10/24/2014 0:00,11,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,6,936,3,191,32,7,3
18578,37072,S,2014,10/24/2014 0:00,12,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,5,1046,4,166,23,2,11
18579,37072,N,2014,10/24/2014 0:00,13,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,9,939,2,174,35,8,9
18580,37072,N,2014,10/24/2014 0:00,14,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,4,887,7,222,27,7,7
18581,37072,N,2014,10/24/2014 0:00,15,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,7,916,3,193,26,4,7
18582,37072,N,2014,10/24/2014 0:00,16,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,19,1106,6,220,24,5,0
18583,37072,N,2014,10/24/2014 0:00,17,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,13,1158,3,177,17,1,0
18584,37072,N,2014,10/24/2014 0:00,18,1,South West,Devon,A380,4,A381,A381/A383,50.53694661,-3.587025595,2.5,0,5,884,2,106,15,0,0
18585,17838,N,2014,5/15/2014 0:00,7,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,14,4704,13,701,91,32,23
18586,17838,N,2014,5/15/2014 0:00,8,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,13,4716,10,443,76,16,16
18587,17838,N,2014,5/15/2014 0:00,9,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,28,3216,46,474,142,17,12
18588,17838,N,2014,5/15/2014 0:00,10,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,12,2468,57,503,83,17,45
18589,17838,N,2014,5/15/2014 0:00,11,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,6,2503,36,436,140,32,43
18590,17838,N,2014,5/15/2014 0:00,12,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,6,2625,23,518,121,28,36
18591,17838,S,2014,5/15/2014 0:00,13,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,10,2677,10,559,96,11,45
18592,17838,S,2014,5/15/2014 0:00,14,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,12,3418,9,547,91,11,30
18593,17838,S,2014,5/15/2014 0:00,15,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,25,4050,10,544,102,17,24
18594,17838,S,2014,5/15/2014 0:00,16,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,16,4493,8,689,69,8,5
18595,17838,S,2014,5/15/2014 0:00,17,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,17,4561,8,480,38,5,3
18596,17838,S,2014,5/15/2014 0:00,18,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,25,4114,3,393,45,6,4
18597,17838,S,2014,5/15/2014 0:00,7,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,18,4175,11,1111,171,34,67
18598,17838,S,2014,5/15/2014 0:00,8,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,28,4746,10,739,120,29,36
18599,17838,S,2014,5/15/2014 0:00,9,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,10,3297,17,479,103,22,48
18600,17838,S,2014,5/15/2014 0:00,10,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,6,2597,11,625,102,25,42
18601,17838,S,2014,5/15/2014 0:00,11,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,8,2696,16,513,106,21,36
18602,17838,S,2014,5/15/2014 0:00,12,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,9,2574,7,560,108,23,28
18603,17838,N,2014,5/15/2014 0:00,13,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,15,2960,17,675,131,23,45
18604,17838,N,2014,5/15/2014 0:00,14,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,24,3469,7,758,159,22,39
18605,17838,N,2014,5/15/2014 0:00,15,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,27,3366,31,724,218,20,41
18606,17838,N,2014,5/15/2014 0:00,16,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,28,3991,35,760,110,15,18
18607,17838,N,2014,5/15/2014 0:00,17,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,25,4157,27,1051,57,12,6
18608,17838,N,2014,5/15/2014 0:00,18,10,West Midlands,Solihull,M42,1,4,5,52.3970823,-1.763342201,3.9,0,12,4439,25,426,71,10,15
18609,7903,E,2014,06/09/2014 00:00,7,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,33,5095,6,833,166,22,28
18610,7903,E,2014,06/09/2014 00:00,8,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,26,4465,13,638,146,24,48
18611,7903,E,2014,06/09/2014 00:00,9,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,23,3310,25,584,135,20,46
18612,7903,E,2014,06/09/2014 00:00,10,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,13,3123,16,604,156,38,36
18613,7903,E,2014,06/09/2014 00:00,11,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,14,3166,9,667,173,36,47
18614,7903,E,2014,06/09/2014 00:00,12,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,18,3254,3,789,160,55,38
18615,7903,W,2014,06/09/2014 00:00,13,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,12,3037,12,637,119,25,56
18616,7903,W,2014,06/09/2014 00:00,14,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,12,3044,17,665,122,31,35
18617,7903,W,2014,06/09/2014 00:00,15,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,16,3430,11,712,118,22,38
18618,7903,W,2014,06/09/2014 00:00,16,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,24,3995,7,760,119,23,12
18619,7903,W,2014,06/09/2014 00:00,17,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,31,4401,7,579,70,22,10
18620,7903,W,2014,06/09/2014 00:00,18,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,36,3946,6,424,60,13,5
18621,7903,W,2014,06/09/2014 00:00,7,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,24,3152,10,881,160,35,28
18622,7903,W,2014,06/09/2014 00:00,8,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,23,3012,14,593,146,28,21
18623,7903,W,2014,06/09/2014 00:00,9,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,10,3066,34,618,141,35,34
18624,7903,W,2014,06/09/2014 00:00,10,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,12,3435,19,555,113,27,38
18625,7903,W,2014,06/09/2014 00:00,11,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,10,3383,26,633,115,35,30
18626,7903,W,2014,06/09/2014 00:00,12,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,10,3100,12,589,145,33,39
18627,7903,E,2014,06/09/2014 00:00,13,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,13,3097,10,820,184,44,47
18628,7903,E,2014,06/09/2014 00:00,14,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,18,3208,24,995,208,31,61
18629,7903,E,2014,06/09/2014 00:00,15,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,13,3491,12,1180,182,38,38
18630,7903,E,2014,06/09/2014 00:00,16,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,22,4079,17,1231,136,21,17
18631,7903,E,2014,06/09/2014 00:00,17,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,22,4525,18,849,104,22,10
18632,7903,E,2014,06/09/2014 00:00,18,7,East of England,Hertfordshire,M25,1,20,21,51.71406567,-0.40920569,4.7,0,24,4322,12,508,70,21,10
18633,16073,N,2014,10/21/2014 0:00,7,7,East of England,Central Bedfordshire,A1,3,End of A1M,A6001 Holme Green,52.06499951,-0.238332219,6.8,0,4,1009,4,229,29,5,7
18634,16073,N,2014,10/21/2014 0:00,8,7,East of England,Central Bedfordshire,A1,3,End of A1M,A6001 Holme Green,52.06499951,-0.238332219,6.8,0,4,1125,3,177,35,5,11
18635,16073,N,2014,10/21/2014 0:00,9,7,East of England,Central Bedfordshire,A1,3,End of A1M,A6001 Holme Green,52.06499951,-0.238332219,6.8,0,2,783,2,174,37,10,10
18636,16073,N,2014,10/21/2014 0:00,10,7,East of England,Central Bedfordshire,A1,3,End of A1M,A6001 Holme Green,52.06499951,-0.238332219,6.8,0,0,667,0,192,30,9,15
18637,16073,N,2014,10/21/2014 0:00,11,7,East of England,Central Bedfordshire,A1,3,End of A1M,A6001 Holme Green,52.06499951,-0.238332219,6.8,0,0,734,2,187,62,10,12
18638,16073,N,2014,10/21/2014 0:00,12,7,East of England,Central Bedfordshire,A1,3,End of A1M,A6001 Holme Green,52.06499951,-0.238332219,6.8,0,3,740,1,207,56,13,11
18639,16073,S,2014,10/21/2014 0:00,13,7,East of England,Central Bedfordshire,A1,3,End of A1M,A6001 Holme Green,52.06499951,-0.238332219,6.8,0,6,753,1,151,60,7,13
18640,16073,S,2014,10/21/2014 0:00,14,7,East of England,Central Bedfordshire,A1,3,End of A1M,A6001 Holme Green,52.06499951,-0.238332219,6.8,0,2,704,1,169,76,8,14
18641,37625,E,2014,09/10/2014 00:00,10,7,East of England,Suffolk,A1302,4,A134,A143,52.23534253,0.72243571,1.3,4,6,273,1,28,1,1,0
18642,37625,E,2014,09/10/2014 00:00,11,7,East of England,Suffolk,A1302,4,A134,A143,52.23534253,0.72243571,1.3,2,2,397,3,41,7,1,0
18643,37625,E,2014,09/10/2014 00:00,12,7,East of England,Suffolk,A1302,4,A134,A143,52.23534253,0.72243571,1.3,8,10,376,1,38,5,2,0
18644,37625,W,2014,09/10/2014 00:00,13,7,East of England,Suffolk,A1302,4,A134,A143,52.23534253,0.72243571,1.3,4,4,328,3,33,8,1,0
18645,37625,W,2014,09/10/2014 00:00,14,7,East of England,Suffolk,A1302,4,A134,A143,52.23534253,0.72243571,1.3,6,9,340,6,38,12,5,0
18646,37625,W,2014,09/10/2014 00:00,15,7,East of England,Suffolk,A1302,4,A134,A143,52.23534253,0.72243571,1.3,7,1,394,7,42,1,2,0
18647,37625,W,2014,09/10/2014 00:00,16,7,East of England,Suffolk,A1302,4,A134,A143,52.23534253,0.72243571,1.3,3,5,330,6,32,7,0,0
18648,37625,W,2014,09/10/2014 00:00,17,7,East of England,Suffolk,A1302,4,A134,A143,52.23534253,0.72243571,1.3,11,6,343,4,40,1,0,0
18649,37625,W,2014,09/10/2014 00:00,18,7,East of England,Suffolk,A1302,4,A134,A143,52.23534253,0.72243571,1.3,6,5,310,3,17,0,0,0
18650,37625,W,2014,09/10/2014 00:00,7,7,East of England,Suffolk,A1302,4,A134,A143,52.23534253,0.72243571,1.3,7,5,304,2,52,0,3,3
18651,37625,W,2014,09/10/2014 00:00,8,7,East of England,Suffolk,A1302,4,A134,A143,52.23534253,0.72243571,1.3,36,14,727,8,53,7,4,0
18652,37625,W,2014,09/10/2014 00:00,9,7,East of England,Suffolk,A1302,4,A134,A143,52.23534253,0.72243571,1.3,4,6,505,5,39,3,3,0
18653,37625,W,2014,09/10/2014 00:00,10,7,East of England,Suffolk,A1302,4,A134,A143,52.23534253,0.72243571,1.3,4,2,434,6,40,6,2,0
18654,37625,W,2014,09/10/2014 00:00,11,7,East of England,Suffolk,A1302,4,A134,A143,52.23534253,0.72243571,1.3,5,3,407,2,41,10,5,2
18655,37625,W,2014,09/10/2014 00:00,12,7,East of England,Suffolk,A1302,4,A134,A143,52.23534253,0.72243571,1.3,2,2,327,2,25,8,5,0
18656,37625,E,2014,09/10/2014 00:00,13,7,East of England,Suffolk,A1302,4,A134,A143,52.23534253,0.72243571,1.3,4,6,324,5,36,3,0,0
18657,37625,E,2014,09/10/2014 00:00,14,7,East of England,Suffolk,A1302,4,A134,A143,52.23534253,0.72243571,1.3,9,10,457,3,55,8,0,0
18658,37625,E,2014,09/10/2014 00:00,15,7,East of England,Suffolk,A1302,4,A134,A143,52.23534253,0.72243571,1.3,16,3,348,3,47,4,0,0
18659,37625,E,2014,09/10/2014 00:00,16,7,East of England,Suffolk,A1302,4,A134,A143,52.23534253,0.72243571,1.3,8,4,309,5,23,3,0,0
18660,37625,E,2014,09/10/2014 00:00,17,7,East of England,Suffolk,A1302,4,A134,A143,52.23534253,0.72243571,1.3,12,7,314,5,26,3,1,1
18661,37625,E,2014,09/10/2014 00:00,18,7,East of England,Suffolk,A1302,4,A134,A143,52.23534253,0.72243571,1.3,3,4,308,0,21,2,0,0
18662,36398,N,2014,9/30/2014 0:00,7,10,West Midlands,Staffordshire,A38,4,A5,A5148,52.65472678,-1.809851092,2.8,0,3,932,1,159,47,6,12
18663,36398,N,2014,9/30/2014 0:00,8,10,West Midlands,Staffordshire,A38,4,A5,A5148,52.65472678,-1.809851092,2.8,0,1,1341,3,177,36,7,10
18664,36398,N,2014,9/30/2014 0:00,9,10,West Midlands,Staffordshire,A38,4,A5,A5148,52.65472678,-1.809851092,2.8,0,5,683,2,132,30,5,12
18665,36398,N,2014,9/30/2014 0:00,10,10,West Midlands,Staffordshire,A38,4,A5,A5148,52.65472678,-1.809851092,2.8,0,2,587,9,152,38,2,15
18666,36398,N,2014,9/30/2014 0:00,11,10,West Midlands,Staffordshire,A38,4,A5,A5148,52.65472678,-1.809851092,2.8,0,2,528,2,147,40,5,9
18667,36398,N,2014,9/30/2014 0:00,12,10,West Midlands,Staffordshire,A38,4,A5,A5148,52.65472678,-1.809851092,2.8,0,1,618,2,155,52,6,11
18668,36398,S,2014,9/30/2014 0:00,13,10,West Midlands,Staffordshire,A38,4,A5,A5148,52.65472678,-1.809851092,2.8,0,5,739,2,137,26,7,15
18669,36398,S,2014,9/30/2014 0:00,14,10,West Midlands,Staffordshire,A38,4,A5,A5148,52.65472678,-1.809851092,2.8,0,8,681,1,135,40,3,8
18670,36398,S,2014,9/30/2014 0:00,15,10,West Midlands,Staffordshire,A38,4,A5,A5148,52.65472678,-1.809851092,2.8,0,3,800,5,173,40,8,8
